id:ID(Entity),name,entity_type,domain,source_layer,subtype,family_id,family_name,implementation_state,primary_grade_band,primary_content_domain,official_identifier,document_path,artifact_type,purpose,delivery_format,source_path,decision_type,outcome,registry_id,slice_id,status,review_status,supported_profiles:string[],mapped_family_ids:string[],mapped_grade_bands:string[],mapped_content_domains:string[],node_ids:string[],entry_node_ids:string[],learner_state_fields:string[],verification_gate_targets:string[],failure_mode_targets:string[],intervention_targets:string[],response_modes_supported:string[],accessibility_tags:string[],language_support_tags:string[],applies_when:string[],:LABEL
assessment-unit:ap-statistics-overlay:ap-stat-9,Inference for Quantitative Data: Slopes,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-9,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W9,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:ap-precalculus-overlay,AP Precalculus Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,AP Precalculus,,multiple,multiple,ap-precalculus-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP;B,Advanced Placement / Post-CCSS extension;High School,advanced coursework beyond the current codified K-12 standards corpus;algebra / functions / number and quantity,,,,,,,,,,ap-precalc-1;ap-precalc-2;ap-precalc-3;ap-precalc-4,Entity;AssessmentOverlay
assessment-unit:ap-precalculus-overlay:ap-precalc-1,Polynomial and Rational Functions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Precalculus,,High School,algebra / functions / number and quantity,ap-precalc-1,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B,High School,algebra / functions / number and quantity,B1;B2,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-precalculus-overlay:ap-precalc-2,Exponential and Logarithmic Functions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Precalculus,,High School,algebra / functions / number and quantity,ap-precalc-2,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B,High School,algebra / functions / number and quantity,B2;B3,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-precalculus-overlay:ap-precalc-3,Trigonometric and Polar Functions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Precalculus,,High School,algebra / functions / number and quantity,ap-precalc-3,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B,High School,algebra / functions / number and quantity,B4;B6,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-precalculus-overlay:ap-precalc-4,"Functions Involving Parameters, Vectors, and Matrices",AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Precalculus,,multiple,multiple,ap-precalc-4,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP;B,Advanced Placement / Post-CCSS extension;High School,advanced coursework beyond the current codified K-12 standards corpus;algebra / functions / number and quantity,B9;B10;AP2,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:ap-calculus-ab-overlay,AP Calculus AB Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calculus-ab-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,ap-calc-ab-1;ap-calc-ab-2;ap-calc-ab-3;ap-calc-ab-4;ap-calc-ab-5;ap-calc-ab-6;ap-calc-ab-7;ap-calc-ab-8,Entity;AssessmentOverlay
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-1,Limits and Continuity,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-1,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-2,Differentiation: Definition and Fundamental Properties,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-2,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3;AP4,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-3,"Differentiation: Composite, Implicit, and Inverse Functions",AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-3,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP4,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-4,Contextual Applications of Differentiation,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-4,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP5,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-5,Analytical Applications of Differentiation,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-5,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP5,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-6,Integration and Accumulation of Change,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-6,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP6,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-7,Differential Equations,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-7,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP8,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-8,Applications of Integration,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-8,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP7,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:ap-calculus-bc-overlay,AP Calculus BC Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,AP Calculus BC,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calculus-bc-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,ap-calc-bc-ab-core;ap-calc-bc-series,Entity;AssessmentOverlay
assessment-unit:ap-calculus-bc-overlay:ap-calc-bc-ab-core,AB Core Units,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Calculus BC,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-bc-ab-core,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3;AP4;AP5;AP6;AP7;AP8,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-calculus-bc-overlay:ap-calc-bc-series,BC Series and Polynomial Approximation Extensions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Calculus BC,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-bc-series,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP9,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:ib-mathematics-aa-overlay,IB Mathematics AA Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,IB Mathematics AA,,multiple,multiple,ib-mathematics-aa-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;AP;B;H;J;K;W,Advanced Placement / Post-CCSS extension;Grade 8 to High School;Grades 6-12;Grades 6-7;Grades 6-8;High School,advanced coursework beyond the current codified K-12 standards corpus;algebra / functions / number and quantity;expressions and equations / functions / geometry;functions / algebra;geometry;statistics and probability;the number system / ratios and proportional relationships,,,,,,,,,,ib-aa-algebra;ib-aa-functions;ib-aa-geometry-and-trigonometry;ib-aa-statistics-and-probability;ib-aa-calculus,Entity;AssessmentOverlay
assessment-unit:ib-mathematics-aa-overlay:ib-aa-algebra,Number and Algebra,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA,,multiple,multiple,ib-aa-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;B;J;K,Grade 8 to High School;Grades 6-7;Grades 6-8;High School,algebra / functions / number and quantity;expressions and equations / functions / geometry;functions / algebra;the number system / ratios and proportional relationships,J1;J2;J3;A1;A2;K7;B1;B2;B3;B8,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-overlay:ib-aa-functions,Functions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA,,multiple,multiple,ib-aa-functions,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;K,Grade 8 to High School;High School,algebra / functions / number and quantity;functions / algebra,K2;K5;K7;B2;B3;B4;B5;B6,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-overlay:ib-aa-geometry-and-trigonometry,Geometry and Trigonometry,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA,,multiple,multiple,ib-aa-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;H,Grade 8 to High School;High School,algebra / functions / number and quantity;geometry,H1;H2;H4;H5;B4;B6;B9,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-overlay:ib-aa-statistics-and-probability,Statistics and Probability,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA,,Grades 6-12,statistics and probability,ib-aa-statistics-and-probability,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1;W2;W3;W4;W5;W6;W7,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-overlay:ib-aa-calculus,Calculus,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-aa-calculus,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3;AP4;AP5;AP6;AP7;AP8,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:ib-mathematics-ai-overlay,IB Mathematics AI Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,IB Mathematics AI,,multiple,multiple,ib-mathematics-ai-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;AP;B;H;J;K;M;Q;W,Advanced Placement / Post-CCSS extension;Grade 8 to High School;Grades 6-12;Grades 6-7;Grades 6-8;High School;Kindergarten to Grade 5,advanced coursework beyond the current codified K-12 standards corpus;algebra / functions / number and quantity;expressions and equations / functions / geometry;functions / algebra;geometry;measurement and data;ratios and proportional relationships;statistics and probability;the number system / ratios and proportional relationships,,,,,,,,,,ib-ai-number-and-algebra;ib-ai-functions;ib-ai-geometry-and-trigonometry;ib-ai-statistics-and-probability;ib-ai-calculus,Entity;AssessmentOverlay
assessment-unit:ib-mathematics-ai-overlay:ib-ai-number-and-algebra,Number and Algebra,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI,,multiple,multiple,ib-ai-number-and-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;J;Q,Grades 6-7;Grades 6-8,expressions and equations / functions / geometry;ratios and proportional relationships;the number system / ratios and proportional relationships,J1;J2;J3;Q1;Q2;Q3;Q4;A1;A2,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-overlay:ib-ai-functions,Functions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI,,multiple,multiple,ib-ai-functions,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;K,Grade 8 to High School;High School,algebra / functions / number and quantity;functions / algebra,K2;K3;K5;B2;B3;B4;B10,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-overlay:ib-ai-geometry-and-trigonometry,Geometry and Trigonometry,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI,,multiple,multiple,ib-ai-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;H;M,Grade 8 to High School;High School;Kindergarten to Grade 5,algebra / functions / number and quantity;geometry;measurement and data,M9;H1;H2;H4;H5;B4;B9;B10,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-overlay:ib-ai-statistics-and-probability,Statistics and Probability,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI,,Grades 6-12,statistics and probability,ib-ai-statistics-and-probability,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1;W2;W3;W4;W5;W6;W7;W8;W9,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-overlay:ib-ai-calculus,Calculus,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-ai-calculus,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3;AP4;AP6,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:ib-mathematics-aa-sl-overlay,IB Mathematics AA SL Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,IB Mathematics AA SL,,multiple,multiple,ib-mathematics-aa-sl-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;AP;B;H;J;K;W,Advanced Placement / Post-CCSS extension;Grade 8 to High School;Grades 6-12;Grades 6-7;Grades 6-8;High School,advanced coursework beyond the current codified K-12 standards corpus;algebra / functions / number and quantity;expressions and equations / functions / geometry;functions / algebra;geometry;statistics and probability;the number system / ratios and proportional relationships,,,,,,,,,,ib-aa-sl-number-and-algebra;ib-aa-sl-functions;ib-aa-sl-geometry-and-trigonometry;ib-aa-sl-statistics-and-probability;ib-aa-sl-calculus,Entity;AssessmentOverlay
assessment-unit:ib-mathematics-aa-sl-overlay:ib-aa-sl-number-and-algebra,Number and Algebra,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA SL,,multiple,multiple,ib-aa-sl-number-and-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;B;J;K,Grade 8 to High School;Grades 6-7;Grades 6-8;High School,algebra / functions / number and quantity;expressions and equations / functions / geometry;functions / algebra;the number system / ratios and proportional relationships,J1;J2;J3;A1;A2;K7;B1;B2;B3;B8,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-sl-overlay:ib-aa-sl-functions,Functions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA SL,,multiple,multiple,ib-aa-sl-functions,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;K,Grade 8 to High School;High School,algebra / functions / number and quantity;functions / algebra,K2;K5;K7;B2;B3;B4;B5;B6,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-sl-overlay:ib-aa-sl-geometry-and-trigonometry,Geometry and Trigonometry,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA SL,,multiple,multiple,ib-aa-sl-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;H,Grade 8 to High School;High School,algebra / functions / number and quantity;geometry,H1;H2;H4;H5;B4;B6;B9,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-sl-overlay:ib-aa-sl-statistics-and-probability,Statistics and Probability,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA SL,,Grades 6-12,statistics and probability,ib-aa-sl-statistics-and-probability,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1;W2;W3;W4;W5;W6;W7,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-sl-overlay:ib-aa-sl-calculus,Calculus,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA SL,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-aa-sl-calculus,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3;AP4;AP5;AP6;AP7,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:ib-mathematics-aa-hl-overlay,IB Mathematics AA HL Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,IB Mathematics AA HL,,multiple,multiple,ib-mathematics-aa-hl-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;AP;B;H;J;K;W,Advanced Placement / Post-CCSS extension;Grade 8 to High School;Grades 6-12;Grades 6-7;Grades 6-8;High School,advanced coursework beyond the current codified K-12 standards corpus;algebra / functions / number and quantity;expressions and equations / functions / geometry;functions / algebra;geometry;statistics and probability;the number system / ratios and proportional relationships,,,,,,,,,,ib-aa-hl-number-and-algebra;ib-aa-hl-functions;ib-aa-hl-geometry-and-trigonometry;ib-aa-hl-statistics-and-probability;ib-aa-hl-calculus,Entity;AssessmentOverlay
assessment-unit:ib-mathematics-aa-hl-overlay:ib-aa-hl-number-and-algebra,Number and Algebra,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA HL,,multiple,multiple,ib-aa-hl-number-and-algebra,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;B;J;K,Grade 8 to High School;Grades 6-7;Grades 6-8;High School,algebra / functions / number and quantity;expressions and equations / functions / geometry;functions / algebra;the number system / ratios and proportional relationships,J1;J2;J3;A1;A2;K7;B1;B2;B3;B7;B8,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-hl-overlay:ib-aa-hl-functions,Functions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA HL,,multiple,multiple,ib-aa-hl-functions,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;K,Grade 8 to High School;High School,algebra / functions / number and quantity;functions / algebra,K2;K5;K7;B2;B3;B4;B5;B6;B7,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-hl-overlay:ib-aa-hl-geometry-and-trigonometry,Geometry and Trigonometry,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA HL,,multiple,multiple,ib-aa-hl-geometry-and-trigonometry,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;H,Grade 8 to High School;High School,algebra / functions / number and quantity;geometry,H1;H2;H4;H5;B4;B6;B9;B10,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-hl-overlay:ib-aa-hl-statistics-and-probability,Statistics and Probability,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA HL,,Grades 6-12,statistics and probability,ib-aa-hl-statistics-and-probability,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1;W2;W3;W4;W5;W6;W7;W8;W9,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-aa-hl-overlay:ib-aa-hl-calculus,Calculus,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AA HL,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-aa-hl-calculus,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3;AP4;AP5;AP6;AP7;AP8;AP9,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:ib-mathematics-ai-sl-overlay,IB Mathematics AI SL Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,IB Mathematics AI SL,,multiple,multiple,ib-mathematics-ai-sl-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;AP;B;H;J;K;M;Q;W,Advanced Placement / Post-CCSS extension;Grade 8 to High School;Grades 6-12;Grades 6-7;Grades 6-8;High School;Kindergarten to Grade 5,advanced coursework beyond the current codified K-12 standards corpus;algebra / functions / number and quantity;expressions and equations / functions / geometry;functions / algebra;geometry;measurement and data;ratios and proportional relationships;statistics and probability;the number system / ratios and proportional relationships,,,,,,,,,,ib-ai-sl-number-and-algebra;ib-ai-sl-functions;ib-ai-sl-geometry-and-trigonometry;ib-ai-sl-statistics-and-probability;ib-ai-sl-calculus,Entity;AssessmentOverlay
assessment-unit:ib-mathematics-ai-sl-overlay:ib-ai-sl-number-and-algebra,Number and Algebra,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI SL,,multiple,multiple,ib-ai-sl-number-and-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;J;Q,Grades 6-7;Grades 6-8,expressions and equations / functions / geometry;ratios and proportional relationships;the number system / ratios and proportional relationships,J1;J2;J3;Q1;Q2;Q3;Q4;A1;A2,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-sl-overlay:ib-ai-sl-functions,Functions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI SL,,multiple,multiple,ib-ai-sl-functions,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;K,Grade 8 to High School;High School,algebra / functions / number and quantity;functions / algebra,K2;K3;K5;B2;B3;B4;B10,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-sl-overlay:ib-ai-sl-geometry-and-trigonometry,Geometry and Trigonometry,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI SL,,multiple,multiple,ib-ai-sl-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;H;M,Grade 8 to High School;High School;Kindergarten to Grade 5,algebra / functions / number and quantity;geometry;measurement and data,M9;H1;H2;H4;H5;B4;B9;B10,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-sl-overlay:ib-ai-sl-statistics-and-probability,Statistics and Probability,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI SL,,Grades 6-12,statistics and probability,ib-ai-sl-statistics-and-probability,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1;W2;W3;W4;W5;W6;W7;W8;W9,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-sl-overlay:ib-ai-sl-calculus,Calculus,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI SL,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-ai-sl-calculus,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3;AP4;AP6,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:ib-mathematics-ai-hl-overlay,IB Mathematics AI HL Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,IB Mathematics AI HL,,multiple,multiple,ib-mathematics-ai-hl-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;AP;B;H;J;K;M;Q;W,Advanced Placement / Post-CCSS extension;Grade 8 to High School;Grades 6-12;Grades 6-7;Grades 6-8;High School;Kindergarten to Grade 5,advanced coursework beyond the current codified K-12 standards corpus;algebra / functions / number and quantity;expressions and equations / functions / geometry;functions / algebra;geometry;measurement and data;ratios and proportional relationships;statistics and probability;the number system / ratios and proportional relationships,,,,,,,,,,ib-ai-hl-number-and-algebra;ib-ai-hl-functions;ib-ai-hl-geometry-and-trigonometry;ib-ai-hl-statistics-and-probability;ib-ai-hl-calculus,Entity;AssessmentOverlay
assessment-unit:ib-mathematics-ai-hl-overlay:ib-ai-hl-number-and-algebra,Number and Algebra,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI HL,,multiple,multiple,ib-ai-hl-number-and-algebra,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;B;J;Q,Grades 6-7;Grades 6-8;High School,algebra / functions / number and quantity;expressions and equations / functions / geometry;ratios and proportional relationships;the number system / ratios and proportional relationships,J1;J2;J3;Q1;Q2;Q3;Q4;A1;A2;B10,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-hl-overlay:ib-ai-hl-functions,Functions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI HL,,multiple,multiple,ib-ai-hl-functions,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;K,Grade 8 to High School;High School,algebra / functions / number and quantity;functions / algebra,K2;K3;K5;B2;B3;B4;B10,,,,,,,,,,Entity;AssessmentUnit
