Id,Label,EntityType,Subtype,Domain,SourceLayer,FamilyId,FamilyName,ImplementationState,PrimaryGradeBand,PrimaryContentDomain,OfficialIdentifier,DocumentPath,ArtifactType,Purpose,DeliveryFormat,SourcePath,DecisionType,Outcome,RegistryId,SliceId,Status,ReviewStatus,SupportedProfiles,MappedFamilyIds,MappedGradeBands,MappedContentDomains,NodeIds,EntryNodeIds,LearnerStateFields,VerificationGateTargets,FailureModeTargets,InterventionTargets,ResponseModesSupported,AccessibilityTags,LanguageSupportTags,AppliesWhen
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-6,ap-calc-ab-6 Integration and Accumulation of Change,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-6,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP6,,,,,,,,,
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-7,ap-calc-ab-7 Differential Equations,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-7,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP8,,,,,,,,,
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-8,ap-calc-ab-8 Applications of Integration,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-8,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP7,,,,,,,,,
assessment-overlay:ap-calculus-bc-overlay,ap-calculus-bc-overlay AP Calculus BC Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,AP Calculus BC,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calculus-bc-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,ap-calc-bc-ab-core|ap-calc-bc-series
assessment-unit:ap-calculus-bc-overlay:ap-calc-bc-ab-core,ap-calc-bc-ab-core AB Core Units,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Calculus BC,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-bc-ab-core,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3|AP4|AP5|AP6|AP7|AP8,,,,,,,,,
assessment-unit:ap-calculus-bc-overlay:ap-calc-bc-series,ap-calc-bc-series BC Series and Polynomial Approximation Extensions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Calculus BC,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-bc-series,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP9,,,,,,,,,
assessment-overlay:ib-mathematics-aa-overlay,ib-mathematics-aa-overlay IB Mathematics AA Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,IB Mathematics AA,,multiple,multiple,ib-mathematics-aa-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|AP|B|H|J|K|W,Advanced Placement / Post-CCSS extension|Grade 8 to High School|Grades 6-12|Grades 6-7|Grades 6-8|High School,advanced coursework beyond the current codified K-12 standards corpus|algebra / functions / number and quantity|expressions and equations / functions / geometry|functions / algebra|geometry|statistics and probability|the number system / ratios and proportional relationships,,,,,,,,,,ib-aa-algebra|ib-aa-functions|ib-aa-geometry-and-trigonometry|ib-aa-statistics-and-probability|ib-aa-calculus
assessment-unit:ib-mathematics-aa-overlay:ib-aa-algebra,ib-aa-algebra Number and Algebra,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA,,multiple,multiple,ib-aa-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|B|J|K,Grade 8 to High School|Grades 6-7|Grades 6-8|High School,algebra / functions / number and quantity|expressions and equations / functions / geometry|functions / algebra|the number system / ratios and proportional relationships,J1|J2|J3|A1|A2|K7|B1|B2|B3|B8,,,,,,,,,
assessment-unit:ib-mathematics-aa-overlay:ib-aa-functions,ib-aa-functions Functions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA,,multiple,multiple,ib-aa-functions,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|K,Grade 8 to High School|High School,algebra / functions / number and quantity|functions / algebra,K2|K5|K7|B2|B3|B4|B5|B6,,,,,,,,,
assessment-unit:ib-mathematics-aa-overlay:ib-aa-geometry-and-trigonometry,ib-aa-geometry-and-trigonometry Geometry and Trigonometry,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA,,multiple,multiple,ib-aa-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|H,Grade 8 to High School|High School,algebra / functions / number and quantity|geometry,H1|H2|H4|H5|B4|B6|B9,,,,,,,,,
assessment-unit:ib-mathematics-aa-overlay:ib-aa-statistics-and-probability,ib-aa-statistics-and-probability Statistics and Probability,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA,,Grades 6-12,statistics and probability,ib-aa-statistics-and-probability,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1|W2|W3|W4|W5|W6|W7,,,,,,,,,
assessment-unit:ib-mathematics-aa-overlay:ib-aa-calculus,ib-aa-calculus Calculus,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-aa-calculus,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3|AP4|AP5|AP6|AP7|AP8,,,,,,,,,
assessment-overlay:ib-mathematics-ai-overlay,ib-mathematics-ai-overlay IB Mathematics AI Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,IB Mathematics AI,,multiple,multiple,ib-mathematics-ai-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|AP|B|H|J|K|M|Q|W,Advanced Placement / Post-CCSS extension|Grade 8 to High School|Grades 6-12|Grades 6-7|Grades 6-8|High School|Kindergarten to Grade 5,advanced coursework beyond the current codified K-12 standards corpus|algebra / functions / number and quantity|expressions and equations / functions / geometry|functions / algebra|geometry|measurement and data|ratios and proportional relationships|statistics and probability|the number system / ratios and proportional relationships,,,,,,,,,,ib-ai-number-and-algebra|ib-ai-functions|ib-ai-geometry-and-trigonometry|ib-ai-statistics-and-probability|ib-ai-calculus
assessment-unit:ib-mathematics-ai-overlay:ib-ai-number-and-algebra,ib-ai-number-and-algebra Number and Algebra,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI,,multiple,multiple,ib-ai-number-and-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|J|Q,Grades 6-7|Grades 6-8,expressions and equations / functions / geometry|ratios and proportional relationships|the number system / ratios and proportional relationships,J1|J2|J3|Q1|Q2|Q3|Q4|A1|A2,,,,,,,,,
assessment-unit:ib-mathematics-ai-overlay:ib-ai-functions,ib-ai-functions Functions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI,,multiple,multiple,ib-ai-functions,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|K,Grade 8 to High School|High School,algebra / functions / number and quantity|functions / algebra,K2|K3|K5|B2|B3|B4|B10,,,,,,,,,
assessment-unit:ib-mathematics-ai-overlay:ib-ai-geometry-and-trigonometry,ib-ai-geometry-and-trigonometry Geometry and Trigonometry,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI,,multiple,multiple,ib-ai-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|H|M,Grade 8 to High School|High School|Kindergarten to Grade 5,algebra / functions / number and quantity|geometry|measurement and data,M9|H1|H2|H4|H5|B4|B9|B10,,,,,,,,,
assessment-unit:ib-mathematics-ai-overlay:ib-ai-statistics-and-probability,ib-ai-statistics-and-probability Statistics and Probability,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI,,Grades 6-12,statistics and probability,ib-ai-statistics-and-probability,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1|W2|W3|W4|W5|W6|W7|W8|W9,,,,,,,,,
assessment-unit:ib-mathematics-ai-overlay:ib-ai-calculus,ib-ai-calculus Calculus,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-ai-calculus,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3|AP4|AP6,,,,,,,,,
assessment-overlay:ib-mathematics-aa-sl-overlay,ib-mathematics-aa-sl-overlay IB Mathematics AA SL Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,IB Mathematics AA SL,,multiple,multiple,ib-mathematics-aa-sl-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|AP|B|H|J|K|W,Advanced Placement / Post-CCSS extension|Grade 8 to High School|Grades 6-12|Grades 6-7|Grades 6-8|High School,advanced coursework beyond the current codified K-12 standards corpus|algebra / functions / number and quantity|expressions and equations / functions / geometry|functions / algebra|geometry|statistics and probability|the number system / ratios and proportional relationships,,,,,,,,,,ib-aa-sl-number-and-algebra|ib-aa-sl-functions|ib-aa-sl-geometry-and-trigonometry|ib-aa-sl-statistics-and-probability|ib-aa-sl-calculus
assessment-unit:ib-mathematics-aa-sl-overlay:ib-aa-sl-number-and-algebra,ib-aa-sl-number-and-algebra Number and Algebra,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA SL,,multiple,multiple,ib-aa-sl-number-and-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|B|J|K,Grade 8 to High School|Grades 6-7|Grades 6-8|High School,algebra / functions / number and quantity|expressions and equations / functions / geometry|functions / algebra|the number system / ratios and proportional relationships,J1|J2|J3|A1|A2|K7|B1|B2|B3|B8,,,,,,,,,
assessment-unit:ib-mathematics-aa-sl-overlay:ib-aa-sl-functions,ib-aa-sl-functions Functions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA SL,,multiple,multiple,ib-aa-sl-functions,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|K,Grade 8 to High School|High School,algebra / functions / number and quantity|functions / algebra,K2|K5|K7|B2|B3|B4|B5|B6,,,,,,,,,
assessment-unit:ib-mathematics-aa-sl-overlay:ib-aa-sl-geometry-and-trigonometry,ib-aa-sl-geometry-and-trigonometry Geometry and Trigonometry,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA SL,,multiple,multiple,ib-aa-sl-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|H,Grade 8 to High School|High School,algebra / functions / number and quantity|geometry,H1|H2|H4|H5|B4|B6|B9,,,,,,,,,
assessment-unit:ib-mathematics-aa-sl-overlay:ib-aa-sl-statistics-and-probability,ib-aa-sl-statistics-and-probability Statistics and Probability,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA SL,,Grades 6-12,statistics and probability,ib-aa-sl-statistics-and-probability,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1|W2|W3|W4|W5|W6|W7,,,,,,,,,
assessment-unit:ib-mathematics-aa-sl-overlay:ib-aa-sl-calculus,ib-aa-sl-calculus Calculus,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA SL,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-aa-sl-calculus,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3|AP4|AP5|AP6|AP7,,,,,,,,,
assessment-overlay:ib-mathematics-aa-hl-overlay,ib-mathematics-aa-hl-overlay IB Mathematics AA HL Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,IB Mathematics AA HL,,multiple,multiple,ib-mathematics-aa-hl-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|AP|B|H|J|K|W,Advanced Placement / Post-CCSS extension|Grade 8 to High School|Grades 6-12|Grades 6-7|Grades 6-8|High School,advanced coursework beyond the current codified K-12 standards corpus|algebra / functions / number and quantity|expressions and equations / functions / geometry|functions / algebra|geometry|statistics and probability|the number system / ratios and proportional relationships,,,,,,,,,,ib-aa-hl-number-and-algebra|ib-aa-hl-functions|ib-aa-hl-geometry-and-trigonometry|ib-aa-hl-statistics-and-probability|ib-aa-hl-calculus
assessment-unit:ib-mathematics-aa-hl-overlay:ib-aa-hl-number-and-algebra,ib-aa-hl-number-and-algebra Number and Algebra,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA HL,,multiple,multiple,ib-aa-hl-number-and-algebra,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|B|J|K,Grade 8 to High School|Grades 6-7|Grades 6-8|High School,algebra / functions / number and quantity|expressions and equations / functions / geometry|functions / algebra|the number system / ratios and proportional relationships,J1|J2|J3|A1|A2|K7|B1|B2|B3|B7|B8,,,,,,,,,
assessment-unit:ib-mathematics-aa-hl-overlay:ib-aa-hl-functions,ib-aa-hl-functions Functions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA HL,,multiple,multiple,ib-aa-hl-functions,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|K,Grade 8 to High School|High School,algebra / functions / number and quantity|functions / algebra,K2|K5|K7|B2|B3|B4|B5|B6|B7,,,,,,,,,
assessment-unit:ib-mathematics-aa-hl-overlay:ib-aa-hl-geometry-and-trigonometry,ib-aa-hl-geometry-and-trigonometry Geometry and Trigonometry,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA HL,,multiple,multiple,ib-aa-hl-geometry-and-trigonometry,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|H,Grade 8 to High School|High School,algebra / functions / number and quantity|geometry,H1|H2|H4|H5|B4|B6|B9|B10,,,,,,,,,
assessment-unit:ib-mathematics-aa-hl-overlay:ib-aa-hl-statistics-and-probability,ib-aa-hl-statistics-and-probability Statistics and Probability,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA HL,,Grades 6-12,statistics and probability,ib-aa-hl-statistics-and-probability,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1|W2|W3|W4|W5|W6|W7|W8|W9,,,,,,,,,
assessment-unit:ib-mathematics-aa-hl-overlay:ib-aa-hl-calculus,ib-aa-hl-calculus Calculus,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AA HL,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-aa-hl-calculus,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3|AP4|AP5|AP6|AP7|AP8|AP9,,,,,,,,,
assessment-overlay:ib-mathematics-ai-sl-overlay,ib-mathematics-ai-sl-overlay IB Mathematics AI SL Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,IB Mathematics AI SL,,multiple,multiple,ib-mathematics-ai-sl-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|AP|B|H|J|K|M|Q|W,Advanced Placement / Post-CCSS extension|Grade 8 to High School|Grades 6-12|Grades 6-7|Grades 6-8|High School|Kindergarten to Grade 5,advanced coursework beyond the current codified K-12 standards corpus|algebra / functions / number and quantity|expressions and equations / functions / geometry|functions / algebra|geometry|measurement and data|ratios and proportional relationships|statistics and probability|the number system / ratios and proportional relationships,,,,,,,,,,ib-ai-sl-number-and-algebra|ib-ai-sl-functions|ib-ai-sl-geometry-and-trigonometry|ib-ai-sl-statistics-and-probability|ib-ai-sl-calculus
assessment-unit:ib-mathematics-ai-sl-overlay:ib-ai-sl-number-and-algebra,ib-ai-sl-number-and-algebra Number and Algebra,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI SL,,multiple,multiple,ib-ai-sl-number-and-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|J|Q,Grades 6-7|Grades 6-8,expressions and equations / functions / geometry|ratios and proportional relationships|the number system / ratios and proportional relationships,J1|J2|J3|Q1|Q2|Q3|Q4|A1|A2,,,,,,,,,
assessment-unit:ib-mathematics-ai-sl-overlay:ib-ai-sl-functions,ib-ai-sl-functions Functions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI SL,,multiple,multiple,ib-ai-sl-functions,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|K,Grade 8 to High School|High School,algebra / functions / number and quantity|functions / algebra,K2|K3|K5|B2|B3|B4|B10,,,,,,,,,
assessment-unit:ib-mathematics-ai-sl-overlay:ib-ai-sl-geometry-and-trigonometry,ib-ai-sl-geometry-and-trigonometry Geometry and Trigonometry,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI SL,,multiple,multiple,ib-ai-sl-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|H|M,Grade 8 to High School|High School|Kindergarten to Grade 5,algebra / functions / number and quantity|geometry|measurement and data,M9|H1|H2|H4|H5|B4|B9|B10,,,,,,,,,
assessment-unit:ib-mathematics-ai-sl-overlay:ib-ai-sl-statistics-and-probability,ib-ai-sl-statistics-and-probability Statistics and Probability,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI SL,,Grades 6-12,statistics and probability,ib-ai-sl-statistics-and-probability,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1|W2|W3|W4|W5|W6|W7|W8|W9,,,,,,,,,
assessment-unit:ib-mathematics-ai-sl-overlay:ib-ai-sl-calculus,ib-ai-sl-calculus Calculus,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI SL,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-ai-sl-calculus,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3|AP4|AP6,,,,,,,,,
assessment-overlay:ib-mathematics-ai-hl-overlay,ib-mathematics-ai-hl-overlay IB Mathematics AI HL Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,IB Mathematics AI HL,,multiple,multiple,ib-mathematics-ai-hl-overlay,,,content_partial,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|AP|B|H|J|K|M|Q|W,Advanced Placement / Post-CCSS extension|Grade 8 to High School|Grades 6-12|Grades 6-7|Grades 6-8|High School|Kindergarten to Grade 5,advanced coursework beyond the current codified K-12 standards corpus|algebra / functions / number and quantity|expressions and equations / functions / geometry|functions / algebra|geometry|measurement and data|ratios and proportional relationships|statistics and probability|the number system / ratios and proportional relationships,,,,,,,,,,ib-ai-hl-number-and-algebra|ib-ai-hl-functions|ib-ai-hl-geometry-and-trigonometry|ib-ai-hl-statistics-and-probability|ib-ai-hl-calculus
assessment-unit:ib-mathematics-ai-hl-overlay:ib-ai-hl-number-and-algebra,ib-ai-hl-number-and-algebra Number and Algebra,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI HL,,multiple,multiple,ib-ai-hl-number-and-algebra,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|B|J|Q,Grades 6-7|Grades 6-8|High School,algebra / functions / number and quantity|expressions and equations / functions / geometry|ratios and proportional relationships|the number system / ratios and proportional relationships,J1|J2|J3|Q1|Q2|Q3|Q4|A1|A2|B10,,,,,,,,,
assessment-unit:ib-mathematics-ai-hl-overlay:ib-ai-hl-functions,ib-ai-hl-functions Functions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI HL,,multiple,multiple,ib-ai-hl-functions,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|K,Grade 8 to High School|High School,algebra / functions / number and quantity|functions / algebra,K2|K3|K5|B2|B3|B4|B10,,,,,,,,,
assessment-unit:ib-mathematics-ai-hl-overlay:ib-ai-hl-geometry-and-trigonometry,ib-ai-hl-geometry-and-trigonometry Geometry and Trigonometry,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI HL,,multiple,multiple,ib-ai-hl-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|H|M,Grade 8 to High School|High School|Kindergarten to Grade 5,algebra / functions / number and quantity|geometry|measurement and data,M9|H1|H2|H4|H5|B4|B9|B10,,,,,,,,,
assessment-unit:ib-mathematics-ai-hl-overlay:ib-ai-hl-statistics-and-probability,ib-ai-hl-statistics-and-probability Statistics and Probability,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI HL,,Grades 6-12,statistics and probability,ib-ai-hl-statistics-and-probability,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1|W2|W3|W4|W5|W6|W7|W8|W9,,,,,,,,,
assessment-unit:ib-mathematics-ai-hl-overlay:ib-ai-hl-calculus,ib-ai-hl-calculus Calculus,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,IB Mathematics AI HL,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-ai-hl-calculus,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3|AP4|AP6|AP7,,,,,,,,,
artifact-registry:mathematics-fraction-spine-attachments,mathematics-fraction-spine-attachments,ArtifactRegistry,artifact_registry,mathematics,artifact_attachment,,,,,,mathematics-fraction-spine-attachments,,,,,domains/mathematics/artifact-attachments/fraction-spine-attachment-registry.yaml,,,mathematics-fraction-spine-attachments,,draft,,,,,,F1|F2|F3|F4|F5,,,,,,,,,
artifact:math-f1-lesson-pattern-01,math-f1-lesson-pattern-01 Fraction Structure Introduction Lesson Pattern,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f1-lesson-pattern-01,,LessonPattern,instruction,printable_and_digital,curriculum/mathematics/fractions/f1/lesson-pattern-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F1,,,G1|G2,,,written|oral|visual-model,read-aloud-compatible|visual-model-supported,glossary-supported|sentence-frame-supported,
artifact:math-f1-verification-task-01,math-f1-verification-task-01 Fraction Structure Verification Task,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f1-verification-task-01,,VerificationTask,verification,printable_and_digital,curriculum/mathematics/fractions/f1/verification-task-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F1,,,G1|G2|G3,,,written|oral,extended-time-compatible,glossary-supported,
artifact:math-f1-intervention-01,math-f1-intervention-01 Fraction Structure Equal-Parts Intervention,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f1-intervention-01,,InterventionAsset,intervention,printable_and_digital,curriculum/mathematics/fractions/f1/intervention-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F1,,,,F1-FM-01|F1-FM-02,equal-parts-reteaching|visual-symbol-bridging,manipulative|oral|visual-model,manipulative-supported,teacher-language-routine,
artifact:math-f1-teacher-support-01,math-f1-teacher-support-01 Fraction Structure Teacher Decision Guide,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f1-teacher-support-01,,TeacherDecisionSupport,teacher_support,printable_and_digital,curriculum/mathematics/fractions/f1/teacher-decision-guide-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F1,,,,F1-FM-01|F1-FM-02|F1-FM-03,,,,,
artifact:math-f2-worked-example-01,math-f2-worked-example-01 Equivalent Fractions Worked Example Set,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f2-worked-example-01,,WorkedExample,instruction,printable_and_digital,curriculum/mathematics/fractions/f2/worked-examples-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F2,,,G1|G2,,,written|oral|visual-model,visual-model-supported,glossary-supported,
artifact:math-f2-assessment-item-set-01,math-f2-assessment-item-set-01 Equivalent Fractions Assessment Bundle,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f2-assessment-item-set-01,,AssessmentBundle,assessment,printable_and_digital,curriculum/mathematics/fractions/f2/assessment-bundle-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F2,,,G1|G2|G3,,,,,,
artifact:math-f2-reteach-01,math-f2-reteach-01 Equivalent Fractions Scaling Reteach Routine,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f2-reteach-01,,ReteachRoutine,intervention,printable_and_digital,curriculum/mathematics/fractions/f2/reteach-routine-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F2,,,,F2-FM-01|F2-FM-03,,,,,
artifact:math-f2-exemplar-01,math-f2-exemplar-01 Equivalent Fractions Exemplar Response,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f2-exemplar-01,,Exemplar,support,printable_and_digital,curriculum/mathematics/fractions/f2/exemplar-response-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F2,,,,,,,,,
